username,caption,location_url,location_name,location_id,latitude,longitude,date,likes,followers
london.travelers,"Fortnum & Mason food hall; pick up winter teas and biscuits, then Green Park.",https://www.instagram.com/explore/locations/228000096/fortnum-and-mason/,Fortnum & Mason,555421482540119,51.508600,-0.141300,2025-12-12T12:30:00.000Z,1556,215000
patrickguidelondon,"Kew Gardens Palm House; warm indoor backup before the light trails.",https://www.instagram.com/explore/locations/228000041/kew-gardens/,Kew Gardens,555421482540120,51.478000,-0.295000,2025-12-23T15:20:00.000Z,1954,183000
axow_london,"Richmond riverside; winter walk to the terrace viewpoint and coffee in town.",https://www.instagram.com/explore/locations/228000105/richmond-riverside/,Richmond Riverside,555421482540121,51.455000,-0.301000,2025-12-24T12:10:00.000Z,1380,156000
london_robs,"Hampstead village; Flask Walk and Well Walk, then Heath views.",https://www.instagram.com/explore/locations/228000106/hampstead-village/,Hampstead Village,555421482540122,51.556000,-0.178000,2025-12-21T11:00:00.000Z,1456,198000
ukwithgabi,"Primrose Hill and Regent’s Park; combine a short climb and garden loop.",https://www.instagram.com/explore/locations/228000036/primrose-hill/,Primrose Hill,555421482540123,51.536300,-0.160700,2025-12-21T15:40:00.000Z,1632,142000
london.travelers,"King’s Cross tunnel light installation; brief photo stop en route to Coal Drops Yard.",https://www.instagram.com/explore/locations/228000107/kings-cross-tunnel/,King’s Cross Tunnel,555421482540124,51.531400,-0.121700,2026-01-14T17:30:00.000Z,1710,215000
patrickguidelondon,"Greenwich Painted Hall close-up; check the ceiling mirrors and conservation notes.",https://www.instagram.com/explore/locations/228000082/painted-hall/,Painted Hall,555421482540125,51.483900,-0.007500,2026-01-22T10:40:00.000Z,1684,183000
axow_london,"Somerset House courtyard; morning photos without skaters, then Strand coffee stops.",https://www.instagram.com/explore/locations/228000026/somerset-house/,Somerset House,555421482540126,51.511090,-0.116630,2025-12-17T10:20:00.000Z,1505,156000
london_robs,"South Bank book market under Waterloo Bridge; browse on dry winter days.",https://www.instagram.com/explore/locations/228000108/south-bank-book-market/,South Bank Book Market,555421482540127,51.507200,-0.117500,2026-01-21T13:10:00.000Z,1326,198000
ukwithgabi,"Embankment to Westminster walk; classic river views and café stops by Victoria Embankment.",https://www.instagram.com/explore/locations/228000109/victoria-embankment/,Victoria Embankment,555421482540128,51.507400,-0.122400,2026-01-21T12:00:00.000Z,1410,142000
london.travelers,"St Paul’s to Bank City architecture; warm café interiors on Cheapside.",https://www.instagram.com/explore/locations/228000110/cheapside/,Cheapside,555421482540129,51.514000,-0.095000,2026-01-26T11:20:00.000Z,1388,215000
patrickguidelondon,"Shad Thames medieval lanes; bridge underside photos and coffee at Butler’s Wharf.",https://www.instagram.com/explore/locations/228000111/shad-thames/,Shad Thames,555421482540130,51.504900,-0.073600,2026-01-18T11:40:00.000Z,1572,183000
axow_london,"Greenwich Peninsula; art trail and cable car views for a short evening outing.",https://www.instagram.com/explore/locations/228000112/greenwich-peninsula/,Greenwich Peninsula,555421482540131,51.501000,0.004000,2025-12-26T18:30:00.000Z,1698,156000
london_robs,"Canary Wharf Winter Lights map tip; start at Jubilee Place and follow the loop clockwise.",https://www.instagram.com/explore/locations/228000048/canary-wharf/,Canary Wharf Winter Lights,555421482540132,51.505400,-0.023500,2026-01-18T18:40:00.000Z,2218,198000
ukwithgabi,"Alexandra Palace viewpoint; combine the ice rink with sunset over the city.",https://www.instagram.com/explore/locations/228000101/alexandra-palace/,Alexandra Palace,555421482540133,51.590600,-0.130000,2026-01-29T16:30:00.000Z,1742,142000
london.travelers,"Hampstead Heath winter ponds; short loop and pub lunch in the village.",https://www.instagram.com/explore/locations/228000035/hampstead-heath/,Hampstead Heath,555421482540134,51.556000,-0.170000,2025-12-21T12:30:00.000Z,1626,215000
patrickguidelondon,"Regent’s Park boating lake café; indoor tables and swan views.",https://www.instagram.com/explore/locations/228000037/regents-park/,Regent’s Park,555421482540135,51.531270,-0.154460,2025-12-22T12:20:00.000Z,1418,183000
axow_london,"Kyoto Garden; brief meditative stop in Holland Park and photo reflections.",https://www.instagram.com/explore/locations/228000040/kyoto-garden/,Kyoto Garden,555421482540136,51.504800,-0.210000,2025-12-23T10:05:00.000Z,1472,156000
london_robs,"Kew Gardens Temperate House; grand glasshouse warmth for winter.",https://www.instagram.com/explore/locations/228000041/kew-gardens/,Kew Gardens,555421482540137,51.478000,-0.295000,2025-12-23T13:30:00.000Z,1940,198000
ukwithgabi,"Richmond Park Isabella Plantation; sheltered woodland path and winter colors.",https://www.instagram.com/explore/locations/228000113/isabella-plantation/,Isabella Plantation,555421482540138,51.441000,-0.274000,2025-12-24T09:30:00.000Z,1316,142000
london.travelers,"Greenwich meridian photo; quick stop and hill view back to the City.",https://www.instagram.com/explore/locations/228000044/royal-observatory/,Royal Observatory,555421482540139,51.476300,-0.000000,2025-12-24T15:10:00.000Z,1690,215000
patrickguidelondon,"Cutty Sark rigging shots; wide lens recommended and a market snack afterward.",https://www.instagram.com/explore/locations/228000045/cutty-sark/,Cutty Sark,555421482540140,51.482900,-0.009800,2025-12-25T11:10:00.000Z,1496,183000
axow_london,"Old Spitalfields Market crafts; weekday morning for calmer browsing.",https://www.instagram.com/explore/locations/228000029/old-spitalfields-market/,Old Spitalfields Market,555421482540141,51.519600,-0.073900,2025-12-18T11:10:00.000Z,1754,156000
london_robs,"Brick Lane vintage arcades; pair with beigel and coffee on Hanbury Street.",https://www.instagram.com/explore/locations/228000030/brick-lane/,Brick Lane,555421482540142,51.522500,-0.071700,2025-12-18T14:20:00.000Z,1642,198000
ukwithgabi,"Shoreditch street art; two-hour loop with warm-up at a café on Redchurch Street.",https://www.instagram.com/explore/locations/228000031/shoreditch/,Shoreditch,555421482540143,51.525000,-0.078000,2025-12-19T10:30:00.000Z,1766,142000
london.travelers,"Leake Street Arches; indoor-ish graffiti path near Waterloo for wet days.",https://www.instagram.com/explore/locations/228000032/leake-street-arches/,Leake Street Arches,555421482540144,51.501900,-0.114800,2025-12-19T13:30:00.000Z,1524,215000
patrickguidelondon,"Little Venice to Paddington; canal path and coffee at Sheldon Square.",https://www.instagram.com/explore/locations/228000033/little-venice/,Little Venice,555421482540145,51.523600,-0.182000,2025-12-20T10:15:00.000Z,1412,183000
axow_london,"Coal Drops Yard evening; ambient lighting and canal-side seating.",https://www.instagram.com/explore/locations/228000066/coal-drops-yard/,Coal Drops Yard,555421482540146,51.534900,-0.125300,2026-01-14T18:20:00.000Z,1542,156000
london_robs,"Granary Square hot drinks; use the indoor spaces around the fountains.",https://www.instagram.com/explore/locations/228000065/granary-square/,Granary Square,555421482540147,51.534300,-0.125600,2026-01-14T14:20:00.000Z,1528,198000
ukwithgabi,"British Library Treasures; compact cultural stop for a cold morning.",https://www.instagram.com/explore/locations/228000068/british-library/,British Library,555421482540148,51.529900,-0.127000,2026-01-15T10:30:00.000Z,1480,142000
london.travelers,"St Pancras Victorian frontage; brief photo session then indoor cafés.",https://www.instagram.com/explore/locations/228000067/st-pancras-international/,St Pancras,555421482540149,51.531500,-0.126300,2026-01-15T11:30:00.000Z,1466,215000
patrickguidelondon,"Postman’s Park winter bench; a quiet spot in the City between stops.",https://www.instagram.com/explore/locations/228000069/postmans-park/,Postman’s Park,555421482540150,51.516480,-0.099980,2026-01-16T11:00:00.000Z,1372,183000
axow_london,"Marylebone cafés; Daunt Books and Wigmore Street pastry loop.",https://www.instagram.com/explore/locations/228000070/marylebone-high-street/,Marylebone High Street,555421482540151,51.522700,-0.153000,2026-01-16T14:00:00.000Z,1432,156000
london_robs,"Royal Opera House; backstage tour as a warm indoor plan in winter.",https://www.instagram.com/explore/locations/228000072/royal-opera-house/,Royal Opera House,555421482540152,51.512100,-0.122800,2026-01-17T10:20:00.000Z,1702,198000
ukwithgabi,"Shakespeare’s Globe exhibition; then Tate Modern to stay indoors.",https://www.instagram.com/explore/locations/228000073/shakespeares-globe/,Shakespeare’s Globe,555421482540153,51.508100,-0.097700,2026-01-17T12:00:00.000Z,1650,142000
london.travelers,"HMS Belfast; pair with Borough Market late lunch.",https://www.instagram.com/explore/locations/228000074/hms-belfast/,HMS Belfast,555421482540154,51.506400,-0.081800,2026-01-18T11:05:00.000Z,1516,215000
patrickguidelondon,"Imperial War Museum; shelter from rain and cover two floors in two hours.",https://www.instagram.com/explore/locations/228000075/imperial-war-museum/,Imperial War Museum,555421482540155,51.495800,-0.108600,2026-01-18T14:10:00.000Z,1612,183000
axow_london,"Churchill War Rooms; book timed entry and listen to the audio guide fully.",https://www.instagram.com/explore/locations/228000076/churchill-war-rooms/,Churchill War Rooms,555421482540156,51.502000,-0.129000,2026-01-19T10:00:00.000Z,1882,156000
london_robs,"Wallace Collection; quick highlights and tea in the courtyard café.",https://www.instagram.com/explore/locations/228000077/wallace-collection/,Wallace Collection,555421482540157,51.517200,-0.153700,2026-01-19T12:20:00.000Z,1440,198000
ukwithgabi,"National Portrait Gallery; compact winter culture stop near Trafalgar.",https://www.instagram.com/explore/locations/228000078/national-portrait-gallery/,National Portrait Gallery,555421482540158,51.509400,-0.127600,2026-01-20T12:20:00.000Z,1542,142000
london.travelers,"Royal Academy; check current exhibitions and walk Burlington Arcade indoors.",https://www.instagram.com/explore/locations/228000079/royal-academy-of-arts/,Royal Academy of Arts,555421482540159,51.509500,-0.139200,2026-01-20T15:20:00.000Z,1470,215000
patrickguidelondon,"London Transport Museum; interactive exhibits and Covent Garden lunch.",https://www.instagram.com/explore/locations/228000080/london-transport-museum/,London Transport Museum,555421482540160,51.511800,-0.120100,2026-01-21T11:10:00.000Z,1620,183000
axow_london,"Docklands Museum; pair with Canary Wharf indoor arcades on cold days.",https://www.instagram.com/explore/locations/228000081/museum-of-london-docklands/,Museum of London Docklands,555421482540161,51.507000,-0.020300,2026-01-21T13:20:00.000Z,1472,156000
london_robs,"St Martin-in-the-Fields lunchtime concert; reserve seats and warm up indoors.",https://www.instagram.com/explore/locations/228000097/st-martin-in-the-fields/,St Martin-in-the-Fields,555421482540162,51.509400,-0.126900,2026-01-27T13:10:00.000Z,1722,198000
ukwithgabi,"Royal Albert Hall; winter program and a stroll in Kensington Gardens after.",https://www.instagram.com/explore/locations/228000098/royal-albert-hall/,Royal Albert Hall,555421482540163,51.500900,-0.177400,2026-01-28T19:10:00.000Z,2104,142000
london.travelers,"Canary Wharf ice rink; good evening slot before dinner nearby.",https://www.instagram.com/explore/locations/228000099/canary-wharf-ice-rink/,Canary Wharf Ice Rink,555421482540164,51.505400,-0.023500,2026-01-18T18:50:00.000Z,1970,215000
patrickguidelondon,"Alexandra Palace ice rink; skate, then viewpoint over London.",https://www.instagram.com/explore/locations/228000101/alexandra-palace/,Alexandra Palace,555421482540165,51.590600,-0.130000,2026-01-29T11:10:00.000Z,1606,183000
axow_london,"Highgate Cemetery guided tour; West side access only by tour.",https://www.instagram.com/explore/locations/228000102/highgate-cemetery/,Highgate Cemetery,555421482540166,51.566200,-0.148300,2026-01-29T13:10:00.000Z,1512,156000
london_robs,"Borough Market winter food; soup and raclette make easy warm options.",https://www.instagram.com/explore/locations/228000010/borough-market/,Borough Market,555421482540167,51.505456,-0.091059,2025-12-09T12:30:00.000Z,2054,198000
ukwithgabi,"Covent Garden evening; lights and tree plus Apple Market crafts.",https://www.instagram.com/explore/locations/228000013/covent-garden/,Covent Garden,555421482540168,51.511800,-0.123300,2025-12-12T18:40:00.000Z,2132,142000
london.travelers,"Shard observation decks; a clear winter day gives far-reaching views.",https://www.instagram.com/explore/locations/228000007/the-shard/,The Shard (View),555421482540169,51.504500,-0.086500,2026-01-30T16:10:00.000Z,1952,215000
patrickguidelondon,"Sky Garden ticket hack; off-peak mornings often available closer to the date.",https://www.instagram.com/explore/locations/228000008/sky-garden/,Sky Garden,555421482540170,51.510881,-0.083778,2026-01-30T10:40:00.000Z,1576,183000
axow_london,"St Paul’s; dome whispering gallery if open and café stop nearby.",https://www.instagram.com/explore/locations/228000009/st-pauls-cathedral/,St Paul’s Cathedral,555421482540171,51.513845,-0.098351,2026-01-31T11:00:00.000Z,1882,156000
london_robs,"Millennium Bridge; frame Tate Modern and St Paul’s and head indoors if windy.",https://www.instagram.com/explore/locations/228000103/millennium-bridge/,Millennium Bridge,555421482540172,51.510700,-0.098000,2026-01-31T12:10:00.000Z,1450,198000
ukwithgabi,"Southbank Centre; performance listings and indoor café seating.",https://www.instagram.com/explore/locations/228000027/southbank-centre/,Southbank Centre,555421482540173,51.506300,-0.116200,2026-02-01T13:10:00.000Z,1590,142000
london.travelers,"Piccadilly Circus; short lights loop then Regent Street cafés.",https://www.instagram.com/explore/locations/228000104/piccadilly-circus/,Piccadilly Circus,555421482540174,51.509800,-0.134000,2025-12-10T17:50:00.000Z,1722,215000
patrickguidelondon,"Greenwich riverside market snacks; mulled drinks and seating near the arcade.",https://www.instagram.com/explore/locations/228000046/greenwich-market/,Greenwich Market,555421482540175,51.482600,-0.010600,2026-01-22T13:30:00.000Z,1476,183000
axow_london,"Canary Wharf indoor maps; warm places between installations during Winter Lights.",https://www.instagram.com/explore/locations/228000048/canary-wharf/,Canary Wharf Winter Lights,555421482540176,51.505400,-0.023500,2026-01-18T18:30:00.000Z,2226,156000
london_robs,"One New Change; rooftop access via lifts for the free St Paul’s view.",https://www.instagram.com/explore/locations/228000091/one-new-change/,One New Change Rooftop,555421482540177,51.513300,-0.095400,2026-01-26T16:30:00.000Z,1934,198000
ukwithgabi,"Garden at 120; free rooftop nearby and shorter queues.",https://www.instagram.com/explore/locations/228000090/garden-at-120/,The Garden at 120,555421482540178,51.511700,-0.082500,2026-01-26T10:40:00.000Z,1792,142000
london.travelers,"Carnaby Street; lights and covered passages via Kingly Court.",https://www.instagram.com/explore/locations/228000093/carnaby-street/,Carnaby Street,555421482540179,51.513500,-0.139300,2025-12-09T18:10:00.000Z,2020,215000
patrickguidelondon,"Liberty London; short browse and café warm-up nearby.",https://www.instagram.com/explore/locations/228000095/liberty-london/,Liberty London,555421482540180,51.512600,-0.139200,2025-12-11T13:30:00.000Z,1454,183000
axow_london,"Fortnum & Mason; tea hall gifts and indoor seating.",https://www.instagram.com/explore/locations/228000096/fortnum-and-mason/,Fortnum & Mason,555421482540181,51.508600,-0.141300,2025-12-12T12:40:00.000Z,1542,156000
london_robs,"Kew Gardens; Palm House first and light trail if booked.",https://www.instagram.com/explore/locations/228000041/kew-gardens/,Kew Gardens,555421482540182,51.478000,-0.295000,2025-12-23T15:10:00.000Z,1930,198000
ukwithgabi,"Richmond Park; deer at sunrise and café stop in Richmond.",https://www.instagram.com/explore/locations/228000042/richmond-park/,Richmond Park,555421482540183,51.441600,-0.274000,2025-12-24T08:20:00.000Z,1870,142000
london.travelers,"Greenwich Park hill; winter view with fewer crowds, then Observatory.",https://www.instagram.com/explore/locations/228000043/greenwich-park/,Greenwich Park,555421482540184,51.476900,-0.000500,2025-12-24T11:20:00.000Z,1610,215000
patrickguidelondon,"Royal Observatory line; quick photo and café near the colonnades.",https://www.instagram.com/explore/locations/228000044/royal-observatory/,Royal Observatory,555421482540185,51.476300,-0.000000,2025-12-24T15:20:00.000Z,1712,183000
axow_london,"Cutty Sark; brief visit and Greenwich Market lunch warm-up.",https://www.instagram.com/explore/locations/228000045/cutty-sark/,Cutty Sark,555421482540186,51.482900,-0.009800,2025-12-25T11:30:00.000Z,1506,156000
london_robs,"Greenwich Market; artisan stalls and hot drinks under cover.",https://www.instagram.com/explore/locations/228000046/greenwich-market/,Greenwich Market,555421482540187,51.482600,-0.010600,2025-12-25T13:20:00.000Z,1616,198000
ukwithgabi,"Cable car; one-way up at blue hour and walk Montserrat Way down the peninsula.",https://www.instagram.com/explore/locations/228000047/london-cable-car/,London Cable Car,555421482540188,51.501000,0.004000,2025-12-26T17:10:00.000Z,1792,142000
london.travelers,"Canary Wharf; indoor routes for cold days, map available on site.",https://www.instagram.com/explore/locations/228000048/canary-wharf/,Canary Wharf,555421482540189,51.505400,-0.023500,2026-01-18T12:20:00.000Z,1382,215000
patrickguidelondon,"Columbia Road; winter flowers and cafés on Ezra Street.",https://www.instagram.com/explore/locations/228000049/columbia-road-flower-market/,Columbia Road Market,555421482540190,51.529600,-0.071700,2026-01-05T09:30:00.000Z,1500,183000
axow_london,"Portobello antiques; early browsing and food later, avoid midday crowds.",https://www.instagram.com/explore/locations/228000050/portobello-road-market/,Portobello Road Market,555421482540191,51.516500,-0.205400,2025-12-27T09:00:00.000Z,1950,156000
london_robs,"Notting Hill color streets; Westbourne Grove loop and Lancaster Road.",https://www.instagram.com/explore/locations/228000051/notting-hill/,Notting Hill,555421482540192,51.513600,-0.200600,2025-12-27T11:10:00.000Z,1630,198000
ukwithgabi,"Battersea Power Station; indoor arcade and riverside views.",https://www.instagram.com/explore/locations/228000052/battersea-power-station/,Battersea Power Station,555421482540193,51.481000,-0.144000,2025-12-28T14:00:00.000Z,1690,142000
london.travelers,"Battersea Park pagoda; short winter loop and café stop.",https://www.instagram.com/explore/locations/228000053/battersea-park/,Battersea Park,555421482540194,51.478000,-0.160000,2025-12-28T11:20:00.000Z,1392,215000
patrickguidelondon,"Chelsea Physic Garden glasshouses; guided tours run year-round.",https://www.instagram.com/explore/locations/228000054/chelsea-physic-garden/,Chelsea Physic Garden,555421482540195,51.485100,-0.156500,2025-12-29T10:20:00.000Z,1560,183000
axow_london,"Windsor Castle; book timed entry and walk the town after.",https://www.instagram.com/explore/locations/228000055/windsor-castle/,Windsor Castle,555421482540196,51.483900,-0.604400,2026-01-03T10:10:00.000Z,2102,156000
london_robs,"Hampton Court; kitchens and gardens, café seats indoors.",https://www.instagram.com/explore/locations/228000056/hampton-court-palace/,Hampton Court Palace,555421482540197,51.403600,-0.337300,2025-12-30T11:20:00.000Z,1754,198000
ukwithgabi,"Eltham Palace; short Art Deco visit and garden walk.",https://www.instagram.com/explore/locations/228000057/eltham-palace/,Eltham Palace,555421482540198,51.449200,0.052800,2026-01-07T12:00:00.000Z,1454,142000
london.travelers,"Dulwich Picture Gallery; compact indoor plan and village lunch.",https://www.instagram.com/explore/locations/228000058/dulwich-picture-gallery/,Dulwich Picture Gallery,555421482540199,51.452500,-0.086200,2026-01-08T10:10:00.000Z,1328,215000
patrickguidelondon,"Horniman Museum; aquarium and gardens for families in winter.",https://www.instagram.com/explore/locations/228000059/horniman-museum/,Horniman Museum,555421482540200,51.441600,-0.060800,2026-01-09T11:30:00.000Z,1416,183000
