username,caption,location_url,location_name,location_id,latitude,longitude,date,likes,followers,poi_name,poi_type
roams_with_raj,"National Gallery re-visit 🎨✨ color therapy lol #art #gallery","https://www.google.com/maps/search/?api=1&query=National+Gallery+of+Ireland+Dublin","National Gallery of Ireland","dublin_national_gallery",53.34,-6.252,2025-06-12,1699,208000,"National Gallery of Ireland","museum"
travel_toni,"The Church cocktail hour 🍸⛪️ unique vibes, friendly staff. #bar #church","https://www.google.com/maps/search/?api=1&query=The+Church+Dublin","The Church","dublin_the_church_bar",53.35,-6.265,2025-06-13,1593,167000,"The Church","bar"
wanderwithmia,"Phoenix Park picnic + bike ride 🚲🌿 sun + shade mix, perfect. #park #bike","https://www.google.com/maps/search/?api=1&query=Phoenix+Park+Dublin","Phoenix Park","dublin_phoenix_park",53.356,-6.333,2025-06-15,2244,382000,"Phoenix Park","park"
nomadic_nik,"Howth Cliff Walk — gulls flying, waves crashing 🌊🕊️ proper therapy tbh #howth","https://www.google.com/maps/search/?api=1&query=Howth+Cliff+Walk+Dublin","Howth Cliff Walk","dublin_howth_cliff_walk",53.387,-6.063,2025-06-16,2381,245000,"Howth Cliff Walk","viewpoint"
globe_greta,"Kilmainham Gaol stories still echo 🗝️📜 history nerd mode on. #museum #kilmainham","https://www.google.com/maps/search/?api=1&query=Kilmainham+Gaol+Dublin","Kilmainham Gaol","dublin_kilmainham_gaol",53.342,-6.309,2025-06-18,1768,318000,"Kilmainham Gaol","museum"
roams_with_raj,"Temple Bar Food Market — olives, bread, cheese snack attack 🫒🥖🧀 #market #templebar","https://www.google.com/maps/search/?api=1&query=Temple+Bar+Food+Market+Dublin","Temple Bar Food Market","dublin_temple_bar_food_market",53.345,-6.266,2025-06-19,1681,208000,"Temple Bar Food Market","market"
travel_toni,"St Patrick’s Cathedral quiet hour ⛪️✨ candles & calm. #church #dublin","https://www.google.com/maps/search/?api=1&query=St+Patrick%27s+Cathedral+Dublin","St Patrick’s Cathedral","dublin_st_patricks_cathedral",53.339,-6.271,2025-06-21,1548,167000,"St Patrick’s Cathedral","church"
wanderwithmia,"H’penny Bridge — night reflections 🌉💫 quick photo stop, then cocoa. #bridge #night","https://www.google.com/maps/search/?api=1&query=Ha%27penny+Bridge+Dublin","Ha'penny Bridge","dublin_hapenny_bridge",53.346,-6.262,2025-06-22,1944,382000,"Ha'penny Bridge","monument"
nomadic_nik,"The Cobblestone jam session 🎻🔥 toes tapping, smiles all around. #trad #bar","https://www.google.com/maps/search/?api=1&query=The+Cobblestone+Dublin","The Cobblestone","dublin_the_cobblestone",53.349,-6.277,2025-06-24,1722,245000,"The Cobblestone","bar"
globe_greta,"National Botanic Gardens — shade & scent 🌿🌺 slow walk, deep breaths. #botanic #park","https://www.google.com/maps/search/?api=1&query=National+Botanic+Gardens+Dublin","National Botanic Gardens","dublin_botanic_gardens",53.372,-6.268,2025-06-25,1660,318000,"National Botanic Gardens","park"
roams_with_raj,"Powerscourt Townhouse Centre — crafts, candles, tiny treasures 🕯️🪄 #shopping","https://www.google.com/maps/search/?api=1&query=Powerscourt+Townhouse+Centre+Dublin","Powerscourt Townhouse Centre","dublin_powerscourt_townhouse",53.341,-6.265,2025-06-27,1504,208000,"Powerscourt Townhouse Centre","shopping"
travel_toni,"Brother Hubbard brunch squad again 😅☕️🍳 can’t stop won’t stop. #cafe #brunch","https://www.google.com/maps/search/?api=1&query=Brother+Hubbard+Dublin","Brother Hubbard","dublin_brother_hubbard",53.345,-6.265,2025-06-28,1602,167000,"Brother Hubbard","cafe"
wanderwithmia,"OPIUM glow night 🌈🎶 quick dance, early home. #club #vibes","https://www.google.com/maps/search/?api=1&query=Opium+Dublin","Opium","dublin_opium_club",53.339,-6.265,2025-06-30,1705,382000,"Opium","club"
nomadic_nik,"Dublin Castle + Chester Beatty loop 🏰📜 culture fix! Hauptspot: Dublin Castle #palace","https://www.google.com/maps/search/?api=1&query=Dublin+Castle+Dublin","Dublin Castle","dublin_dublin_castle",53.343,-6.267,2025-07-01,1738,245000,"Dublin Castle","palace"
globe_greta,"The Custom House silhouettes at dusk 🏛️🌆 sehr schön. #monument #dublin","https://www.google.com/maps/search/?api=1&query=The+Custom+House+Dublin","The Custom House","dublin_custom_house",53.349,-6.246,2025-07-03,1610,318000,"The Custom House","monument"
roams_with_raj,"Queen of Tarts tea time 🍰☕️ sweet pause, then Henry Street browse. Hauptspot: Queen of Tarts #cafe","https://www.google.com/maps/search/?api=1&query=Queen+of+Tarts+Dublin","Queen of Tarts","dublin_queen_of_tarts",53.344,-6.267,2025-07-04,1570,208000,"Queen of Tarts","cafe"
travel_toni,"Guinness Storehouse — pour your own pint 😎🍺 still got it! #museum #beer","https://www.google.com/maps/search/?api=1&query=Guinness+Storehouse+Dublin","Guinness Storehouse","dublin_guinness_storehouse",53.341,-6.286,2025-07-06,1825,167000,"Guinness Storehouse","museum"
wanderwithmia,"DUBLN Zoo (lol typo) but animals were adorable 🐒🐧 Hauptspot: Dublin Zoo #family #fun","https://www.google.com/maps/search/?api=1&query=Dublin+Zoo+Dublin","Dublin Zoo","dublin_dublin_zoo",53.353,-6.305,2025-07-07,2410,382000,"Dublin Zoo","other"
nomadic_nik,"Kaph latte art game strong ☕️🎨 also tried a cruffin (lol). #cafe #kaph","https://www.google.com/maps/search/?api=1&query=Kaph+Dublin","Kaph","dublin_kaph_cafe",53.342,-6.263,2025-07-09,1390,245000,"Kaph","cafe"
globe_greta,"The Grand Social DJ set 🎧💫 lil late but worth. danach quick walk over Ha’penny Bridge. Hauptspot: Grand Social #club","https://www.google.com/maps/search/?api=1&query=The+Grand+Social+Dublin","The Grand Social","dublin_grand_social",53.347,-6.263,2025-07-10,1774,318000,"The Grand Social","club"
roams_with_raj,"Etto pasta + wine night 🍝🍷 small plates, big flavor. #restaurant #etto","https://www.google.com/maps/search/?api=1&query=Etto+Dublin","Etto","dublin_etto_restaurant",53.337,-6.252,2025-07-12,1698,208000,"Etto","restaurant"
travel_toni,"Bull Island Nature Reserve — birdwatch & barefoot walk 🦩👣 chill day. #nature #reserve","https://www.google.com/maps/search/?api=1&query=Bull+Island+Nature+Reserve+Dublin","Bull Island Nature Reserve","dublin_bull_island",53.364,-6.167,2025-07-13,1622,167000,"Bull Island Nature Reserve","park"
wanderwithmia,"St Stephen’s Green — summer blooms 😍🌸 ppl watching + gelato. #park #summer","https://www.google.com/maps/search/?api=1&query=St+Stephen%27s+Green+Dublin","St Stephen's Green","dublin_st_stephens_green",53.339,-6.261,2025-07-15,1889,382000,"St Stephen's Green","park"
nomadic_nik,"Hapenny Bridge post-rain glow 🌉🌧️ rainbow vibes. #bridge #monument","https://www.google.com/maps/search/?api=1&query=Ha%27penny+Bridge+Dublin","Ha'penny Bridge","dublin_hapenny_bridge",53.346,-6.262,2025-07-17,1755,245000,"Ha'penny Bridge","monument"
globe_greta,"Jameson Bow St. nice guide, smooth tastings 🥃✅ chill afternoon. #jameson #museum","https://www.google.com/maps/search/?api=1&query=Jameson+Distillery+Bow+St.+Dublin","Jameson Distillery Bow St.","dublin_jameson_bow_st",53.349,-6.277,2025-07-18,1815,318000,"Jameson Distillery Bow St.","museum"
roams_with_raj,"Portmarnock Beach — windy but we vibed 🏖️🌬️ shells + laughter. #beach #portmarnock","https://www.google.com/maps/search/?api=1&query=Portmarnock+Beach+Dublin","Portmarnock Beach","dublin_portmarnock_beach",53.423,-6.121,2025-07-20,1900,208000,"Portmarnock Beach","beach"
travel_toni,"Pygmalion late set 💃🔥 quick dance, friendly crowd. #club #pyg","https://www.google.com/maps/search/?api=1&query=Pygmalion+Dublin","Pygmalion","dublin_pygmalion",53.34,-6.259,2025-07-21,1677,167000,"Pygmalion","club"
wanderwithmia,"Phoenix Park > picnics + polaroids 🎞️🌿 we love it here. #park #film","https://www.google.com/maps/search/?api=1&query=Phoenix+Park+Dublin","Phoenix Park","dublin_phoenix_park",53.356,-6.333,2025-07-23,2155,382000,"Phoenix Park","park"
nomadic_nik,"Dublin Castle shade break 🏰🌤️ then gelato run. #palace #summer","https://www.google.com/maps/search/?api=1&query=Dublin+Castle+Dublin","Dublin Castle","dublin_dublin_castle",53.343,-6.267,2025-07-24,1603,245000,"Dublin Castle","palace"
globe_greta,"OPIUM neon night again 🎶🌈 fun crew. #club #opium","https://www.google.com/maps/search/?api=1&query=Opium+Dublin","Opium","dublin_opium_club",53.339,-6.265,2025-07-26,1718,318000,"Opium","club"
roams_with_raj,"Guinness Storehouse glass clink 🍺✨ rooftop light show vibes. #museum #beer","https://www.google.com/maps/search/?api=1&query=Guinness+Storehouse+Dublin","Guinness Storehouse","dublin_guinness_storehouse",53.341,-6.286,2025-07-27,1865,208000,"Guinness Storehouse","museum"
travel_toni,"George’s Street Arcade mini treasure hunt 🪙💿 loved it. #market #finds","https://www.google.com/maps/search/?api=1&query=George%27s+Street+Arcade+Dublin","George's Street Arcade","dublin_georges_st_arcade",53.342,-6.264,2025-07-29,1529,167000,"George's Street Arcade","market"
wanderwithmia,"St Stephen’s Green, but I wrote ‘Stephans’ lol 🤓🌿 still beautiful. #park #typo","https://www.google.com/maps/search/?api=1&query=St+Stephen%27s+Green+Dublin","St Stephen's Green","dublin_st_stephens_green",53.339,-6.261,2025-07-30,1992,382000,"St Stephen's Green","park"
nomadic_nik,"OPIUM? or PYG? idk we danced both 💃💫 Hauptspot: PYG #club #night","https://www.google.com/maps/search/?api=1&query=Pygmalion+Dublin","Pygmalion","dublin_pygmalion",53.34,-6.259,2025-08-01,1739,245000,"Pygmalion","club"
globe_greta,"Poolbeg lighthouse red pop against gray waves ❤️🌊 wind madness haha. #monument #sea","https://www.google.com/maps/search/?api=1&query=Poolbeg+Lighthouse+Dublin","Poolbeg Lighthouse","dublin_poolbeg_lighthouse",53.333,-6.127,2025-08-02,2055,318000,"Poolbeg Lighthouse","monument"
roams_with_raj,"Dollymount Strand quick run 🏃‍♂️🏖️ sand in shoes, no regrets lol #beach #strand","https://www.google.com/maps/search/?api=1&query=Dollymount+Strand+Dublin","Dollymount Strand","dublin_dollymount_strand",53.363,-6.174,2025-08-04,1884,208000,"Dollymount Strand","beach"
travel_toni,"Jameson Bow St. tour again bc friends in town 🥃📖 stories never get old. #museum #jameson","https://www.google.com/maps/search/?api=1&query=Jameson+Distillery+Bow+St.+Dublin","Jameson Distillery Bow St.","dublin_jameson_bow_st",53.349,-6.277,2025-08-05,1720,167000,"Jameson Distillery Bow St.","museum"
wanderwithmia,"Phoenix Park deer photobomb 😅🦌 also stopped at the Zoo cafe. Hauptspot: Phoenix Park #park","https://www.google.com/maps/search/?api=1&query=Phoenix+Park+Dublin","Phoenix Park","dublin_phoenix_park",53.356,-6.333,2025-08-07,2481,382000,"Phoenix Park","park"
nomadic_nik,"Grafton Street rain dance 🌧️💃 umbrella squad unite! #shopping #street","https://www.google.com/maps/search/?api=1&query=Grafton+Street+Dublin","Grafton Street","dublin_grafton_street",53.341,-6.259,2025-08-08,1442,245000,"Grafton Street","shopping"
globe_greta,"The Cobblestone session — jigs & reels nonstop 🎻💥 so gut. #bar #trad","https://www.google.com/maps/search/?api=1&query=The+Cobblestone+Dublin","The Cobblestone","dublin_the_cobblestone",53.349,-6.277,2025-08-10,1784,318000,"The Cobblestone","bar"
roams_with_raj,"Queen of Tarts berry tart ftw 🍓🍰 perfect pause. #cafe #sweet","https://www.google.com/maps/search/?api=1&query=Queen+of+Tarts+Dublin","Queen of Tarts","dublin_queen_of_tarts",53.344,-6.267,2025-08-11,1604,208000,"Queen of Tarts","cafe"
travel_toni,"EPIC museum audio guide = top 🎧✅ learned so much. #museum #history","https://www.google.com/maps/search/?api=1&query=EPIC+The+Irish+Emigration+Museum+Dublin","EPIC The Irish Emigration Museum","dublin_epic_museum",53.348,-6.241,2025-08-13,1695,167000,"EPIC The Irish Emigration Museum","museum"
wanderwithmia,"Phoenix Park—deers, bikes, picnics, repeat 🦌🚲🥪 perfection. #park #dublin","https://www.google.com/maps/search/?api=1&query=Phoenix+Park+Dublin","Phoenix Park","dublin_phoenix_park",53.356,-6.333,2025-08-14,2366,382000,"Phoenix Park","park"
nomadic_nik,"St Pat’s Cathedral choir rehearsal? got lucky 🎶⛪️ magic. #church #music","https://www.google.com/maps/search/?api=1&query=St+Patrick%27s+Cathedral+Dublin","St Patrick’s Cathedral","dublin_st_patricks_cathedral",53.339,-6.271,2025-08-16,1583,245000,"St Patrick’s Cathedral","church"
globe_greta,"Temple Bar Food Market snack stack 🧀🥖🍇 power lunch. #market #food","https://www.google.com/maps/search/?api=1&query=Temple+Bar+Food+Market+Dublin","Temple Bar Food Market","dublin_temple_bar_food_market",53.345,-6.266,2025-08-17,1619,318000,"Temple Bar Food Market","market"
roams_with_raj,"Kaph → 3fe → Bewley’s caffeine relay ☕️🏃‍♂️ Hauptspot: 3fe #coffee","https://www.google.com/maps/search/?api=1&query=3fe+Grand+Canal+Dublin","3fe Grand Canal","dublin_3fe_grand_canal",53.337,-6.243,2025-08-19,1520,208000,"3fe Grand Canal","cafe"
travel_toni,"The Spire selfie 😂📍 we tried to fit it in frame… #monument #spire","https://www.google.com/maps/search/?api=1&query=The+Spire+Dublin","The Spire","dublin_the_spire",53.349,-6.26,2025-08-20,1507,167000,"The Spire","monument"
wanderwithmia,"Howth Cliff Walk — wind, sun, salty smiles 🌬️🌞 #viewpoint #howth","https://www.google.com/maps/search/?api=1&query=Howth+Cliff+Walk+Dublin","Howth Cliff Walk","dublin_howth_cliff_walk",53.387,-6.063,2025-08-22,2640,382000,"Howth Cliff Walk","viewpoint"
nomadic_nik,"Etto small plates + big chat 🍽️🗣️ date night win. #restaurant","https://www.google.com/maps/search/?api=1&query=Etto+Dublin","Etto","dublin_etto_restaurant",53.337,-6.252,2025-08-24,1684,245000,"Etto","restaurant"
globe_greta,"Chester Beatty reading room hush 📜🤫 nice reset. #museum #quiet","https://www.google.com/maps/search/?api=1&query=Chester+Beatty+Dublin","Chester Beatty","dublin_chester_beatty",53.343,-6.269,2025-08-25,1528,318000,"Chester Beatty","museum"
roams_with_raj,"Phoenix Park shady lane stroll 🌿🌤️ light & breeze. #park","https://www.google.com/maps/search/?api=1&query=Phoenix+Park+Dublin","Phoenix Park","dublin_phoenix_park",53.356,-6.333,2025-08-27,1908,208000,"Phoenix Park","park"
travel_toni,"Howth Summit sky show 💙⛅️ skyline & sea merge. #viewpoint #howth","https://www.google.com/maps/search/?api=1&query=Howth+Summit+Dublin","Howth Summit","dublin_howth_summit",53.392,-6.065,2025-08-28,1777,167000,"Howth Summit","viewpoint"
wanderwithmia,"Phoenx Park (lol) deer zoomed by 🦌💨 still got the shot. #park #typo","https://www.google.com/maps/search/?api=1&query=Phoenix+Park+Dublin","Phoenix Park","dublin_phoenix_park",53.356,-6.333,2025-08-30,2990,382000,"Phoenix Park","park"
nomadic_nik,"Grand Social rooftop chat 🌆🍹 then dance. #club #grandsocial","https://www.google.com/maps/search/?api=1&query=The+Grand+Social+Dublin","The Grand Social","dublin_grand_social",53.347,-6.263,2025-08-31,1685,245000,"The Grand Social","club"
globe_greta,"National Gallery big canvas feels 🎨💭 love it here. #museum #art","https://www.google.com/maps/search/?api=1&query=National+Gallery+of+Ireland+Dublin","National Gallery of Ireland","dublin_national_gallery",53.34,-6.252,2025-09-02,1649,318000,"National Gallery of Ireland","museum"
roams_with_raj,"George’s Street Arcade decks & donuts 🍩💿 perfect mix. #market #shopping","https://www.google.com/maps/search/?api=1&query=George%27s+Street+Arcade+Dublin","George's Street Arcade","dublin_georges_st_arcade",53.342,-6.264,2025-09-03,1499,208000,"George's Street Arcade","market"
travel_toni,"Dublin Castle secret corners 🕳️🏰 photowalk. #palace #historic","https://www.google.com/maps/search/?api=1&query=Dublin+Castle+Dublin","Dublin Castle","dublin_dublin_castle",53.343,-6.267,2025-09-05,1626,167000,"Dublin Castle","palace"
wanderwithmia,"Hapenny Bridge foggy morning 🌫️🌉 moody & magical. #monument #bridge","https://www.google.com/maps/search/?api=1&query=Ha%27penny+Bridge+Dublin","Ha'penny Bridge","dublin_hapenny_bridge",53.346,-6.262,2025-09-06,2077,382000,"Ha'penny Bridge","monument"
nomadic_nik,"Kaph almond croissant + flat white 🥐☕️ unstoppable combo. #cafe #morning","https://www.google.com/maps/search/?api=1&query=Kaph+Dublin","Kaph","dublin_kaph_cafe",53.342,-6.263,2025-09-08,1422,245000,"Kaph","cafe"
globe_greta,"Portmarnock Beach barefoot strides 👣🌊 bye stress. #beach #coast","https://www.google.com/maps/search/?api=1&query=Portmarnock+Beach+Dublin","Portmarnock Beach","dublin_portmarnock_beach",53.423,-6.121,2025-09-09,1877,318000,"Portmarnock Beach","beach"
roams_with_raj,"OPIUM neon + noodles 🍜🌈 dance-fuel haha. #club #night","https://www.google.com/maps/search/?api=1&query=Opium+Dublin","Opium","dublin_opium_club",53.339,-6.265,2025-09-11,1730,208000,"Opium","club"
travel_toni,"EPIC museum quick stop 🎧🇮🇪 checking new exhibit. #museum #epic","https://www.google.com/maps/search/?api=1&query=EPIC+The+Irish+Emigration+Museum+Dublin","EPIC The Irish Emigration Museum","dublin_epic_museum",53.348,-6.241,2025-09-12,1607,167000,"EPIC The Irish Emigration Museum","museum"
wanderwithmia,"SandyMount (lol) Beach — typo but good vibes 🌊😂 shells & sun. #beach #typo","https://www.google.com/maps/search/?api=1&query=Sandymount+Beach+Dublin","Sandymount Beach","dublin_sandymount_beach",53.321,-6.204,2025-09-14,2399,382000,"Sandymount Beach","beach"
nomadic_nik,"Guinness rooftop — quick pint, city glow 🍺🌆 #museum #guinness","https://www.google.com/maps/search/?api=1&query=Guinness+Storehouse+Dublin","Guinness Storehouse","dublin_guinness_storehouse",53.341,-6.286,2025-09-16,1821,245000,"Guinness Storehouse","museum"
globe_greta,"Grafton Street + Powerscourt window shopping 🛍️✨ Hauptspot: Grafton #shopping","https://www.google.com/maps/search/?api=1&query=Grafton+Street+Dublin","Grafton Street","dublin_grafton_street",53.341,-6.259,2025-09-17,1510,318000,"Grafton Street","shopping"
roams_with_raj,"The Winding Stair dessert run 🍮☕️ yes pls. #restaurant #dessert","https://www.google.com/maps/search/?api=1&query=The+Winding+Stair+Dublin","The Winding Stair","dublin_winding_stair",53.346,-6.263,2025-09-19,1618,208000,"The Winding Stair","restaurant"
travel_toni,"Christ Church arches + echo ⛪️🔔 long linger. #church #arch","https://www.google.com/maps/search/?api=1&query=Christ+Church+Cathedral+Dublin","Christ Church Cathedral","dublin_christ_church",53.343,-6.272,2025-09-20,1555,167000,"Christ Church Cathedral","church"
wanderwithmia,"National Gallery sketch hour 🎨🖊️ calm & focused. #museum #art","https://www.google.com/maps/search/?api=1&query=National+Gallery+of+Ireland+Dublin","National Gallery of Ireland","dublin_national_gallery",53.34,-6.252,2025-09-22,1666,382000,"National Gallery of Ireland","museum"
nomadic_nik,"Temple Bar Food Market snacks again 🧀🥨 quick bites. #market #templebar","https://www.google.com/maps/search/?api=1&query=Temple+Bar+Food+Market+Dublin","Temple Bar Food Market","dublin_temple_bar_food_market",53.345,-6.266,2025-09-23,1533,245000,"Temple Bar Food Market","market"
globe_greta,"The Church stained glass + spritz 🥂🌈 cool combo. #bar #unique","https://www.google.com/maps/search/?api=1&query=The+Church+Dublin","The Church","dublin_the_church_bar",53.35,-6.265,2025-09-25,1588,318000,"The Church","bar"
roams_with_raj,"Ha’penny Bridge dusk crowd 🌉🎒 city pulse. #monument #bridge","https://www.google.com/maps/search/?api=1&query=Ha%27penny+Bridge+Dublin","Ha'penny Bridge","dublin_hapenny_bridge",53.346,-6.262,2025-09-26,1644,208000,"Ha'penny Bridge","monument"
travel_toni,"Queen of Tarts cozy corner 🍰☕️ journaling afternoon. #cafe #cozy","https://www.google.com/maps/search/?api=1&query=Queen+of+Tarts+Dublin","Queen of Tarts","dublin_queen_of_tarts",53.344,-6.267,2025-09-28,1592,167000,"Queen of Tarts","cafe"
wanderwithmia,"The Spire rain sparkle 📍🌧️ umbrellas everywhere. #monument #city","https://www.google.com/maps/search/?api=1&query=The+Spire+Dublin","The Spire","dublin_the_spire",53.349,-6.26,2025-09-29,1711,382000,"The Spire","monument"
nomadic_nik,"OPIUM then Grand Social → dance relay 💃🎶 Hauptspot: Grand Social #club","https://www.google.com/maps/search/?api=1&query=The+Grand+Social+Dublin","The Grand Social","dublin_grand_social",53.347,-6.263,2025-10-01,1699,245000,"The Grand Social","club"
globe_greta,"Phoenix Park autumn light 🍂🌞 deer hide & seek. #park #autumn","https://www.google.com/maps/search/?api=1&query=Phoenix+Park+Dublin","Phoenix Park","dublin_phoenix_park",53.356,-6.333,2025-10-02,1888,318000,"Phoenix Park","park"
roams_with_raj,"EPIC Museum rainy day plan 🎧🌧️ perfect indoors. #museum #epic","https://www.google.com/maps/search/?api=1&query=EPIC+The+Irish+Emigration+Museum+Dublin","EPIC The Irish Emigration Museum","dublin_epic_museum",53.348,-6.241,2025-10-04,1628,208000,"EPIC The Irish Emigration Museum","museum"
travel_toni,"Portmarnock sunset jog 👟🌅 sand sprint. #beach #run","https://www.google.com/maps/search/?api=1&query=Portmarnock+Beach+Dublin","Portmarnock Beach","dublin_portmarnock_beach",53.423,-6.121,2025-10-05,1756,167000,"Portmarnock Beach","beach"
wanderwithmia,"Howth Summit clouds racing 🌬️⛅️ dramatic skies. #viewpoint #coast","https://www.google.com/maps/search/?api=1&query=Howth+Summit+Dublin","Howth Summit","dublin_howth_summit",53.392,-6.065,2025-10-07,2232,382000,"Howth Summit","viewpoint"
nomadic_nik,"Grafton Street coffee crawl ☕️🛍️ Bewley’s finale. Hauptspot: Bewley’s #cafe","https://www.google.com/maps/search/?api=1&query=Bewley%27s+Grafton+Street+Dublin","Bewley's Grafton Street","dublin_bewleys_grafton",53.341,-6.259,2025-10-09,1550,245000,"Bewley's Grafton Street","cafe"
globe_greta,"Dublin Castle soft rain 🏰🌧️ moody photos. #palace #rain","https://www.google.com/maps/search/?api=1&query=Dublin+Castle+Dublin","Dublin Castle","dublin_dublin_castle",53.343,-6.267,2025-10-10,1602,318000,"Dublin Castle","palace"
roams_with_raj,"The Long Hall pint + stories 🍺🗣️ locals’ charm. #bar #classic","https://www.google.com/maps/search/?api=1&query=The+Long+Hall+Dublin","The Long Hall","dublin_the_long_hall",53.34,-6.265,2025-10-12,1586,208000,"The Long Hall","bar"
travel_toni,"Henry Street tiny haul 🛍️ then Kaph latte art ☕️ #shopping #cafe","https://www.google.com/maps/search/?api=1&query=Henry+Street+Dublin","Henry Street","dublin_henry_street",53.349,-6.263,2025-10-13,1488,167000,"Henry Street","shopping"
wanderwithmia,"Iveagh Gardens greens even in fall 🍃🍂 slow wander. #park #peace","https://www.google.com/maps/search/?api=1&query=Iveagh+Gardens+Dublin","Iveagh Gardens","dublin_iveagh_gardens",53.334,-6.262,2025-10-15,1655,382000,"Iveagh Gardens","park"
nomadic_nik,"Temple Bar Market snack stack 2.0 🧀🥖 byee diet lol #market #food","https://www.google.com/maps/search/?api=1&query=Temple+Bar+Food+Market+Dublin","Temple Bar Food Market","dublin_temple_bar_food_market",53.345,-6.266,2025-10-16,1510,245000,"Temple Bar Food Market","market"
globe_greta,"Chester Beatty prints overview 🖼️📜 delicate + deep. #museum #art","https://www.google.com/maps/search/?api=1&query=Chester+Beatty+Dublin","Chester Beatty","dublin_chester_beatty",53.343,-6.269,2025-10-18,1566,318000,"Chester Beatty","museum"
roams_with_raj,"The Cobblestone late trad set 🎻🔥 electrik (lol) energy. #bar #music","https://www.google.com/maps/search/?api=1&query=The+Cobblestone+Dublin","The Cobblestone","dublin_the_cobblestone",53.349,-6.277,2025-10-19,1724,208000,"The Cobblestone","bar"
travel_toni,"Phoenix Park deer peekaboo 🦌🙈 lens ready! #park #wildlife","https://www.google.com/maps/search/?api=1&query=Phoenix+Park+Dublin","Phoenix Park","dublin_phoenix_park",53.356,-6.333,2025-10-21,1835,167000,"Phoenix Park","park"
wanderwithmia,"Sandymount Beach wave watch 🌊👀 meditative. #beach #sandymount","https://www.google.com/maps/search/?api=1&query=Sandymount+Beach+Dublin","Sandymount Beach","dublin_sandymount_beach",53.321,-6.204,2025-10-22,2010,382000,"Sandymount Beach","beach"
nomadic_nik,"OPIUM midweek hmm still full 💃🎶 #club #midweek","https://www.google.com/maps/search/?api=1&query=Opium+Dublin","Opium","dublin_opium_club",53.339,-6.265,2025-10-24,1675,245000,"Opium","club"
globe_greta,"Guinness Storehouse gift shop spree 🛍️🍺 souvenirs sorted. #museum #shop","https://www.google.com/maps/search/?api=1&query=Guinness+Storehouse+Dublin","Guinness Storehouse","dublin_guinness_storehouse",53.341,-6.286,2025-10-25,1599,318000,"Guinness Storehouse","museum"
roams_with_raj,"Portmarnock + Howth day — sea therapy 🌊 Hauptspot: Portmarnock Beach #beach","https://www.google.com/maps/search/?api=1&query=Portmarnock+Beach+Dublin","Portmarnock Beach","dublin_portmarnock_beach",53.423,-6.121,2025-10-27,1770,208000,"Portmarnock Beach","beach"
travel_toni,"Grand Social throwback indie night 🎸🎶 good crowd. #club #indie","https://www.google.com/maps/search/?api=1&query=The+Grand+Social+Dublin","The Grand Social","dublin_grand_social",53.347,-6.263,2025-10-28,1651,167000,"The Grand Social","club"
wanderwithmia,"Grafton Street + Powerscourt twinkle lights ✨🛍️ cozy stroll. Hauptspot: Powerscourt #shopping","https://www.google.com/maps/search/?api=1&query=Powerscourt+Townhouse+Centre+Dublin","Powerscourt Townhouse Centre","dublin_powerscourt_townhouse",53.341,-6.265,2025-10-30,1588,382000,"Powerscourt Townhouse Centre","shopping"
nomadic_nik,"Kaph morning ritual ☕️🌧️ rain outside, warm inside. #cafe #coffee","https://www.google.com/maps/search/?api=1&query=Kaph+Dublin","Kaph","dublin_kaph_cafe",53.342,-6.263,2025-10-31,1433,245000,"Kaph","cafe"
globe_greta,"Ha’penny Bridge neon & night 🌉🌙 reflection chase. #monument #night","https://www.google.com/maps/search/?api=1&query=Ha%27penny+Bridge+Dublin","Ha'penny Bridge","dublin_hapenny_bridge",53.346,-6.262,2025-11-02,1680,318000,"Ha'penny Bridge","monument"
roams_with_raj,"Temple Bar Market snack fest 🧀🥓🥖 unstoppable. #market #food","https://www.google.com/maps/search/?api=1&query=Temple+Bar+Food+Market+Dublin","Temple Bar Food Market","dublin_temple_bar_food_market",53.345,-6.266,2025-11-03,1566,208000,"Temple Bar Food Market","market"
travel_toni,"The Church candle glow spritz 🕯️🥂 yes plz. #bar #cheers","https://www.google.com/maps/search/?api=1&query=The+Church+Dublin","The Church","dublin_the_church_bar",53.35,-6.265,2025-11-05,1543,167000,"The Church","bar"
wanderwithmia,"Ticknock misty morning 🌫️🌲 fairyland vibes. #viewpoint #hike","https://www.google.com/maps/search/?api=1&query=Ticknock+Dublin","Ticknock","dublin_ticknock",53.274,-6.245,2025-11-06,1982,382000,"Ticknock","viewpoint"
nomadic_nik,"Guinness Storehouse pre-holidays 🎄🍺 festive feels. #museum #guinness","https://www.google.com/maps/search/?api=1&query=Guinness+Storehouse+Dublin","Guinness Storehouse","dublin_guinness_storehouse",53.341,-6.286,2025-11-08,1630,245000,"Guinness Storehouse","museum"
globe_greta,"Henry Street lights & lists 📝✨ quick spree. #shopping #henry","https://www.google.com/maps/search/?api=1&query=Henry+Street+Dublin","Henry Street","dublin_henry_street",53.349,-6.263,2025-11-09,1514,318000,"Henry Street","shopping"
roams_with_raj,"OPIUM weekend 🕺🌈 huge energy again lol #club #night","https://www.google.com/maps/search/?api=1&query=Opium+Dublin","Opium","dublin_opium_club",53.339,-6.265,2025-11-11,1697,208000,"Opium","club"
